,Title,Actor,Metascore
2984,Only for One Night,Karrueche Tran,60.0
2985,Only for One Night,Angelique Pereira,60.0
2986,Only for One Night,Jessica Vanessa DeLeon,60.0
2987,Rules Don't Apply,Lily Collins,
2988,Rules Don't Apply,Haley Bennett,
2989,Rules Don't Apply,Taissa Farmiga,
2990,Rules Don't Apply,Steve Tom,
2991,Ouija: Origin of Evil,Elizabeth Reaser,65.0
2992,Ouija: Origin of Evil,Lulu Wilson,65.0
2993,Ouija: Origin of Evil,Annalise Basso,65.0
2994,Ouija: Origin of Evil,Henry Thomas,65.0
2995,Percy Jackson: Sea of Monsters,Logan Lerman,39.0
2996,Percy Jackson: Sea of Monsters,Alexandra Daddario,39.0
2997,Percy Jackson: Sea of Monsters,Brandon T. Jackson,39.0
2998,Percy Jackson: Sea of Monsters,Nathan Fillion,39.0
2999,Fracture,Anthony Hopkins,68.0
3000,Fracture,Ryan Gosling,68.0
3001,Fracture,David Strathairn,68.0
3002,Fracture,Rosamund Pike,68.0
3003,Oculus,Karen Gillan,61.0
3004,Oculus,Brenton Thwaites,61.0
3005,Oculus,Katee Sackhoff,61.0
3006,Oculus,Rory Cochrane,61.0
3007,In Bruges,Colin Farrell,67.0
3008,In Bruges,Brendan Gleeson,67.0
3009,In Bruges,Ciarán Hinds,67.0
3010,In Bruges,Elizabeth Berrington,67.0
3011,This Means War,Reese Witherspoon,31.0
3012,This Means War,Chris Pine,31.0
3013,This Means War,Tom Hardy,31.0
3014,This Means War,Til Schweiger,31.0
3015,Lída Baarová,Tatiana Pauhofová,64.0
3016,Lída Baarová,Karl Markovics,64.0
3017,Lída Baarová,Gedeon Burkhard,64.0
3018,Lída Baarová,Simona Stasová,64.0
3019,The Road,Viggo Mortensen,
3020,The Road,Charlize Theron,
3021,The Road,Kodi Smit-McPhee,
3022,The Road,Robert Duvall,
3023,Lavender,Abbie Cornish,46.0
3024,Lavender,Dermot Mulroney,46.0
3025,Lavender,Justin Long,46.0
3026,Lavender,Diego Klattenhoff,46.0
3027,Deuces,Larenz Tate,36.0
3028,Deuces,Meagan Good,36.0
3029,Deuces,Rotimi,36.0
3030,Deuces,Rick Gonzalez,36.0
3031,Conan the Barbarian,Jason Momoa,
3032,Conan the Barbarian,Ron Perlman,
3033,Conan the Barbarian,Rose McGowan,
3034,Conan the Barbarian,Stephen Lang,
3035,The Fighter,Mark Wahlberg,79.0
3036,The Fighter,Christian Bale,79.0
3037,The Fighter,Amy Adams,79.0
3038,The Fighter,Melissa Leo,79.0
3039,August Rush,Freddie Highmore,38.0
3040,August Rush,Keri Russell,38.0
3041,August Rush,Jonathan Rhys Meyers,38.0
3042,August Rush,Terrence Howard,38.0
3043,Chef,Jon Favreau,68.0
3044,Chef,Robert Downey Jr.,68.0
3045,Chef,Scarlett Johansson,68.0
3046,Chef,Dustin Hoffman,68.0
3047,Eye in the Sky,Helen Mirren,73.0
3048,Eye in the Sky,Aaron Paul,73.0
3049,Eye in the Sky,Alan Rickman,73.0
3050,Eye in the Sky,Barkhad Abdi,73.0
3051,Eagle Eye,Shia LaBeouf,43.0
3052,Eagle Eye,Michelle Monaghan,43.0
3053,Eagle Eye,Rosario Dawson,43.0
3054,Eagle Eye,Michael Chiklis,43.0
3055,The Purge,Ethan Hawke,41.0
3056,The Purge,Lena Headey,41.0
3057,The Purge,Max Burkholder,41.0
3058,The Purge,Adelaide Kane,41.0
3059,PK,Aamir Khan,51.0
3060,PK,Anushka Sharma,51.0
3061,PK,Sanjay Dutt,51.0
3062,PK,Boman Irani,51.0
3063,Ender's Game,Harrison Ford,
3064,Ender's Game,Asa Butterfield,
3065,Ender's Game,Hailee Steinfeld,
3066,Ender's Game,Abigail Breslin,
3067,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,65.0
3068,Indiana Jones and the Kingdom of the Crystal Skull,Cate Blanchett,65.0
3069,Indiana Jones and the Kingdom of the Crystal Skull,Shia LaBeouf,65.0
3070,Indiana Jones and the Kingdom of the Crystal Skull,Karen Allen,65.0
3071,Paper Towns,Nat Wolff,56.0
3072,Paper Towns,Cara Delevingne,56.0
3073,Paper Towns,Austin Abrams,56.0
3074,Paper Towns,Justice Smith,56.0
3075,High-Rise,Tom Hiddleston,65.0
3076,High-Rise,Jeremy Irons,65.0
3077,High-Rise,Sienna Miller,65.0
3078,High-Rise,Luke Evans,65.0
3079,Quantum of Solace,Daniel Craig,58.0
3080,Quantum of Solace,Olga Kurylenko,58.0
3081,Quantum of Solace,Mathieu Amalric,58.0
3082,Quantum of Solace,Judi Dench,58.0
3083,The Assignment,Sigourney Weaver,34.0
3084,The Assignment,Michelle Rodriguez,34.0
3085,The Assignment,Tony Shalhoub,34.0
3086,The Assignment,Anthony LaPaglia,34.0
3087,How to Train Your Dragon,Jay Baruchel,74.0
3088,How to Train Your Dragon,Gerard Butler,74.0
3089,How to Train Your Dragon,Christopher Mintz-Plasse,74.0
3090,How to Train Your Dragon,Craig Ferguson,74.0
3091,Lady in the Water,Paul Giamatti,36.0
3092,Lady in the Water,Bryce Dallas Howard,36.0
3093,Lady in the Water,Jeffrey Wright,36.0
3094,Lady in the Water,Bob Balaban,36.0
3095,The Fountain,Hugh Jackman,51.0
3096,The Fountain,Rachel Weisz,51.0
3097,The Fountain,Sean Patrick Thomas,51.0
3098,The Fountain,Ellen Burstyn,51.0
3099,Cars 2,Owen Wilson,57.0
3100,Cars 2,Larry the Cable Guy,57.0
3101,Cars 2,Michael Caine,57.0
3102,Cars 2,Emily Mortimer,57.0
3103,31,Malcolm McDowell,35.0
3104,31,Richard Brake,35.0
3105,31,Jeff Daniel Phillips,35.0
3106,31,Sheri Moon Zombie,35.0
3107,Final Girl,Abigail Breslin,56.0
3108,Final Girl,Wes Bentley,56.0
3109,Final Girl,Logan Huffman,56.0
3110,Final Girl,Alexander Ludwig,56.0
3111,Chalk It Up,Maddy Curley,
3112,Chalk It Up,John DeLuca,
3113,Chalk It Up,Nikki SooHoo,
3114,Chalk It Up,Drew Seeley,
3115,The Man Who Knew Infinity,Dev Patel,
3116,The Man Who Knew Infinity,Jeremy Irons,
3117,The Man Who Knew Infinity,Malcolm Sinclair,
3118,The Man Who Knew Infinity,Raghuvir Joshi,
3119,Unknown,Liam Neeson,56.0
3120,Unknown,Diane Kruger,56.0
3121,Unknown,January Jones,56.0
3122,Unknown,Aidan Quinn,56.0
3123,Self/less,Ryan Reynolds,34.0
3124,Self/less,Natalie Martinez,34.0
3125,Self/less,Matthew Goode,34.0
3126,Self/less,Ben Kingsley,34.0
3127,Mr. Brooks,Kevin Costner,45.0
3128,Mr. Brooks,Demi Moore,45.0
3129,Mr. Brooks,William Hurt,45.0
3130,Mr. Brooks,Dane Cook,45.0
3131,Tramps,Callum Turner,77.0
3132,Tramps,Grace Van Patten,77.0
3133,Tramps,Michal Vondel,77.0
3134,Tramps,Mike Birbiglia,77.0
3135,Before We Go,Chris Evans,31.0
3136,Before We Go,Alice Eve,31.0
3137,Before We Go,Emma Fitzpatrick,31.0
3138,Before We Go,John Cullum,31.0
3139,Captain Phillips,Tom Hanks,83.0
3140,Captain Phillips,Barkhad Abdi,83.0
3141,Captain Phillips,Barkhad Abdirahman,83.0
3142,Captain Phillips,Catherine Keener,83.0
3143,The Secret Scripture,Rooney Mara,37.0
3144,The Secret Scripture,Eric Bana,37.0
3145,The Secret Scripture,Theo James,37.0
3146,The Secret Scripture,Aidan Turner,37.0
3147,Max Steel,Ben Winchell,22.0
3148,Max Steel,Josh Brener,22.0
3149,Max Steel,Maria Bello,22.0
3150,Max Steel,Andy Garcia,22.0
3151,Hotel Transylvania 2,Adam Sandler,44.0
3152,Hotel Transylvania 2,Andy Samberg,44.0
3153,Hotel Transylvania 2,Selena Gomez,44.0
3154,Hotel Transylvania 2,Kevin James,44.0
3155,Hancock,Will Smith,49.0
3156,Hancock,Charlize Theron,49.0
3157,Hancock,Jason Bateman,49.0
3158,Hancock,Jae Head,49.0
3159,Sisters,Amy Poehler,58.0
3160,Sisters,Tina Fey,58.0
3161,Sisters,Maya Rudolph,58.0
3162,Sisters,Ike Barinholtz,58.0
3163,The Family,Robert De Niro,42.0
3164,The Family,Michelle Pfeiffer,42.0
3165,The Family,Dianna Agron,42.0
3166,The Family,John D'Leo,42.0
3167,Zack and Miri Make a Porno,Seth Rogen,56.0
3168,Zack and Miri Make a Porno,Elizabeth Banks,56.0
3169,Zack and Miri Make a Porno,Craig Robinson,56.0
3170,Zack and Miri Make a Porno,Gerry Bednob,56.0
3171,Ma vie de Courgette,Gaspard Schlatter,85.0
3172,Ma vie de Courgette,Sixtine Murat,85.0
3173,Ma vie de Courgette,Paulin Jaccoud,85.0
3174,Ma vie de Courgette,Michel Vuillermoz,85.0
3175,Man on a Ledge,Sam Worthington,40.0
3176,Man on a Ledge,Elizabeth Banks,40.0
3177,Man on a Ledge,Jamie Bell,40.0
3178,Man on a Ledge,Mandy Gonzalez,40.0
3179,No Strings Attached,Natalie Portman,50.0
3180,No Strings Attached,Ashton Kutcher,50.0
3181,No Strings Attached,Kevin Kline,50.0
3182,No Strings Attached,Cary Elwes,50.0
3183,Rescue Dawn,Christian Bale,77.0
3184,Rescue Dawn,Steve Zahn,77.0
3185,Rescue Dawn,Jeremy Davies,77.0
3186,Rescue Dawn,Zach Grenier,77.0
3187,Despicable Me 2,Steve Carell,62.0
3188,Despicable Me 2,Kristen Wiig,62.0
3189,Despicable Me 2,Benjamin Bratt,62.0
3190,Despicable Me 2,Miranda Cosgrove,62.0
3191,A Walk Among the Tombstones,Liam Neeson,57.0
3192,A Walk Among the Tombstones,Dan Stevens,57.0
3193,A Walk Among the Tombstones,David Harbour,57.0
3194,A Walk Among the Tombstones,Boyd Holbrook,57.0
3195,The World's End,Simon Pegg,81.0
3196,The World's End,Nick Frost,81.0
3197,The World's End,Martin Freeman,81.0
3198,The World's End,Rosamund Pike,81.0
3199,Yoga Hosers,Lily-Rose Depp,23.0
3200,Yoga Hosers,Harley Quinn Smith,23.0
3201,Yoga Hosers,Johnny Depp,23.0
3202,Yoga Hosers,Adam Brody,23.0
3203,Seven Psychopaths,Colin Farrell,66.0
3204,Seven Psychopaths,Woody Harrelson,66.0
3205,Seven Psychopaths,Sam Rockwell,66.0
3206,Seven Psychopaths,Christopher Walken,66.0
3207,Beowulf,Ray Winstone,59.0
3208,Beowulf,Crispin Glover,59.0
3209,Beowulf,Angelina Jolie,59.0
3210,Beowulf,Robin Wright,59.0
3211,Jack Ryan: Shadow Recruit,Chris Pine,57.0
3212,Jack Ryan: Shadow Recruit,Kevin Costner,57.0
3213,Jack Ryan: Shadow Recruit,Keira Knightley,57.0
3214,Jack Ryan: Shadow Recruit,Kenneth Branagh,57.0
3215,1408,John Cusack,64.0
3216,1408,Samuel L. Jackson,64.0
3217,1408,Mary McCormack,64.0
3218,1408,Paul Birchard,64.0
3219,The Gambler,Mark Wahlberg,55.0
3220,The Gambler,Jessica Lange,55.0
3221,The Gambler,John Goodman,55.0
3222,The Gambler,Brie Larson,55.0
3223,Prince of Persia: The Sands of Time,Jake Gyllenhaal,50.0
3224,Prince of Persia: The Sands of Time,Gemma Arterton,50.0
3225,Prince of Persia: The Sands of Time,Ben Kingsley,50.0
3226,Prince of Persia: The Sands of Time,Alfred Molina,50.0
3227,The Spectacular Now,Miles Teller,82.0
3228,The Spectacular Now,Shailene Woodley,82.0
3229,The Spectacular Now,Kyle Chandler,82.0
3230,The Spectacular Now,Jennifer Jason Leigh,82.0
3231,A United Kingdom,David Oyelowo,65.0
3232,A United Kingdom,Rosamund Pike,65.0
3233,A United Kingdom,Tom Felton,65.0
3234,A United Kingdom,Jack Davenport,65.0
3235,USS Indianapolis: Men of Courage,Nicolas Cage,30.0
3236,USS Indianapolis: Men of Courage,Tom Sizemore,30.0
3237,USS Indianapolis: Men of Courage,Thomas Jane,30.0
3238,USS Indianapolis: Men of Courage,Matt Lanter,30.0
3239,Turbo Kid,Munro Chambers,60.0
3240,Turbo Kid,Laurence Leboeuf,60.0
3241,Turbo Kid,Michael Ironside,60.0
3242,Turbo Kid,Edwin Wright,60.0
3243,Mama,Jessica Chastain,57.0
3244,Mama,Nikolaj Coster-Waldau,57.0
3245,Mama,Megan Charpentier,57.0
3246,Mama,Isabelle Nélisse,57.0
3247,Orphan,Vera Farmiga,42.0
3248,Orphan,Peter Sarsgaard,42.0
3249,Orphan,Isabelle Fuhrman,42.0
3250,Orphan,CCH Pounder,42.0
3251,To Rome with Love,Woody Allen,54.0
3252,To Rome with Love,Penélope Cruz,54.0
3253,To Rome with Love,Jesse Eisenberg,54.0
3254,To Rome with Love,Ellen Page,54.0
3255,Fantastic Mr. Fox,George Clooney,83.0
3256,Fantastic Mr. Fox,Meryl Streep,83.0
3257,Fantastic Mr. Fox,Bill Murray,83.0
3258,Fantastic Mr. Fox,Jason Schwartzman,83.0
3259,Inside Man,Denzel Washington,76.0
3260,Inside Man,Clive Owen,76.0
3261,Inside Man,Jodie Foster,76.0
3262,Inside Man,Christopher Plummer,76.0
3263,I.T.,Pierce Brosnan,27.0
3264,I.T.,Jason Barry,27.0
3265,I.T.,Karen Moskow,27.0
3266,I.T.,Kai Ryssdal,27.0
3267,127 Hours,James Franco,82.0
3268,127 Hours,Amber Tamblyn,82.0
3269,127 Hours,Kate Mara,82.0
3270,127 Hours,Sean Bott,82.0
3271,Annabelle,Ward Horton,37.0
3272,Annabelle,Annabelle Wallis,37.0
3273,Annabelle,Alfre Woodard,37.0
3274,Annabelle,Tony Amendola,37.0
3275,Wolves at the Door,Katie Cassidy,63.0
3276,Wolves at the Door,Elizabeth Henstridge,63.0
3277,Wolves at the Door,Adam Campbell,63.0
3278,Wolves at the Door,Miles Fisher,63.0
3279,Suite Française,Michelle Williams,
3280,Suite Française,Kristin Scott Thomas,
3281,Suite Française,Margot Robbie,
3282,Suite Française,Eric Godon,
3283,The Imaginarium of Doctor Parnassus,Christopher Plummer,65.0
3284,The Imaginarium of Doctor Parnassus,Lily Cole,65.0
3285,The Imaginarium of Doctor Parnassus,Heath Ledger,65.0
3286,The Imaginarium of Doctor Parnassus,Andrew Garfield,65.0
3287,G.I. Joe: The Rise of Cobra,Dennis Quaid,32.0
3288,G.I. Joe: The Rise of Cobra,Channing Tatum,32.0
3289,G.I. Joe: The Rise of Cobra,Marlon Wayans,32.0
3290,G.I. Joe: The Rise of Cobra,Adewale Akinnuoye-Agbaje,32.0
3291,Christine,Rebecca Hall,72.0
3292,Christine,Michael C. Hall,72.0
3293,Christine,Tracy Letts,72.0
3294,Christine,Maria Dizzia,72.0
3295,Man Down,Shia LaBeouf,27.0
3296,Man Down,Jai Courtney,27.0
3297,Man Down,Gary Oldman,27.0
3298,Man Down,Kate Mara,27.0
3299,Crawlspace,Michael Vartan,25.0
3300,Crawlspace,Erin Moriarty,25.0
3301,Crawlspace,Nadine Velazquez,25.0
3302,Crawlspace,Ronnie Gene Blevins,25.0
3303,Shut In,Naomi Watts,
3304,Shut In,Charlie Heaton,
3305,Shut In,Jacob Tremblay,
3306,Shut In,Oliver Platt,
3307,The Warriors Gate,Mark Chao,77.0
3308,The Warriors Gate,Ni Ni,77.0
3309,The Warriors Gate,Dave Bautista,77.0
3310,The Warriors Gate,Sienna Guillory,77.0
3311,Grindhouse,Kurt Russell,
3312,Grindhouse,Rose McGowan,
3313,Grindhouse,Danny Trejo,
3314,Grindhouse,Zoë Bell,
3315,Disaster Movie,Carmen Electra,15.0
3316,Disaster Movie,Vanessa Lachey,15.0
3317,Disaster Movie,Nicole Parker,15.0
3318,Disaster Movie,Matt Lanter,15.0
3319,Rocky Balboa,Sylvester Stallone,63.0
3320,Rocky Balboa,Antonio Tarver,63.0
3321,Rocky Balboa,Milo Ventimiglia,63.0
3322,Rocky Balboa,Burt Young,63.0
3323,Diary of a Wimpy Kid: Dog Days,Zachary Gordon,54.0
3324,Diary of a Wimpy Kid: Dog Days,Robert Capron,54.0
3325,Diary of a Wimpy Kid: Dog Days,Devon Bostick,54.0
3326,Diary of a Wimpy Kid: Dog Days,Steve Zahn,54.0
3327,Jane Eyre,Mia Wasikowska,76.0
3328,Jane Eyre,Michael Fassbender,76.0
3329,Jane Eyre,Jamie Bell,76.0
3330,Jane Eyre,Su Elliot,76.0
3331,Fool's Gold,Matthew McConaughey,29.0
3332,Fool's Gold,Kate Hudson,29.0
3333,Fool's Gold,Donald Sutherland,29.0
3334,Fool's Gold,Alexis Dziena,29.0
3335,The Dictator,Sacha Baron Cohen,58.0
3336,The Dictator,Anna Faris,58.0
3337,The Dictator,John C. Reilly,58.0
3338,The Dictator,Ben Kingsley,58.0
3339,The Loft,Karl Urban,24.0
3340,The Loft,James Marsden,24.0
3341,The Loft,Wentworth Miller,24.0
3342,The Loft,Eric Stonestreet,24.0
3343,Bacalaureat,Adrian Titieni,84.0
3344,Bacalaureat,Maria-Victoria Dragus,84.0
3345,Bacalaureat,Lia Bugnar,84.0
3346,Bacalaureat,Malina Manovici,84.0
3347,You Don't Mess with the Zohan,Adam Sandler,54.0
3348,You Don't Mess with the Zohan,John Turturro,54.0
3349,You Don't Mess with the Zohan,Emmanuelle Chriqui,54.0
3350,You Don't Mess with the Zohan,Nick Swardson,54.0
3351,Exposed,Ana de Armas,23.0
3352,Exposed,Keanu Reeves,23.0
3353,Exposed,Christopher McDonald,23.0
3354,Exposed,Mira Sorvino,23.0
3355,Maudie,Ethan Hawke,60.0
3356,Maudie,Sally Hawkins,60.0
3357,Maudie,Kari Matchett,60.0
3358,Maudie,Zachary Bennett,60.0
3359,Horrible Bosses 2,Jason Bateman,40.0
3360,Horrible Bosses 2,Jason Sudeikis,40.0
3361,Horrible Bosses 2,Charlie Day,40.0
3362,Horrible Bosses 2,Jennifer Aniston,40.0
3363,A Bigger Splash,Tilda Swinton,74.0
3364,A Bigger Splash,Matthias Schoenaerts,74.0
3365,A Bigger Splash,Ralph Fiennes,74.0
3366,A Bigger Splash,Dakota Johnson,74.0
3367,Melancholia,Kirsten Dunst,80.0
3368,Melancholia,Charlotte Gainsbourg,80.0
3369,Melancholia,Kiefer Sutherland,80.0
3370,Melancholia,Alexander Skarsgård,80.0
3371,The Princess and the Frog,Anika Noni Rose,73.0
3372,The Princess and the Frog,Keith David,73.0
3373,The Princess and the Frog,Oprah Winfrey,73.0
3374,The Princess and the Frog,Bruno Campos,73.0
3375,Unstoppable,Denzel Washington,69.0
3376,Unstoppable,Chris Pine,69.0
3377,Unstoppable,Rosario Dawson,69.0
3378,Unstoppable,Ethan Suplee,69.0
3379,Flight,Denzel Washington,76.0
3380,Flight,Nadine Velazquez,76.0
3381,Flight,Don Cheadle,76.0
3382,Flight,John Goodman,76.0
3383,Home,Jim Parsons,55.0
3384,Home,Rihanna,55.0
3385,Home,Steve Martin,55.0
3386,Home,Jennifer Lopez,55.0
3387,La migliore offerta,Geoffrey Rush,49.0
3388,La migliore offerta,Jim Sturgess,49.0
3389,La migliore offerta,Sylvia Hoeks,49.0
3390,La migliore offerta,Donald Sutherland,49.0
3391,Mean Dreams,Sophie Nélisse,64.0
3392,Mean Dreams,Josh Wiggins,64.0
3393,Mean Dreams,Joe Cobden,64.0
3394,Mean Dreams,Bill Paxton,64.0
3395,42,Chadwick Boseman,62.0
3396,42,T.R. Knight,62.0
3397,42,Harrison Ford,62.0
3398,42,Nicole Beharie,62.0
3399,21,Jim Sturgess,48.0
3400,21,Kate Bosworth,48.0
3401,21,Kevin Spacey,48.0
3402,21,Aaron Yoo,48.0
3403,Begin Again,Keira Knightley,62.0
3404,Begin Again,Mark Ruffalo,62.0
3405,Begin Again,Adam Levine,62.0
3406,Begin Again,Hailee Steinfeld,62.0
3407,Out of the Furnace,Christian Bale,63.0
3408,Out of the Furnace,Casey Affleck,63.0
3409,Out of the Furnace,Zoe Saldana,63.0
3410,Out of the Furnace,Woody Harrelson,63.0
3411,Vicky Cristina Barcelona,Rebecca Hall,70.0
3412,Vicky Cristina Barcelona,Scarlett Johansson,70.0
3413,Vicky Cristina Barcelona,Javier Bardem,70.0
3414,Vicky Cristina Barcelona,Christopher Evan Welch,70.0
3415,Kung Fu Panda,Jack Black,73.0
3416,Kung Fu Panda,Ian McShane,73.0
3417,Kung Fu Panda,Angelina Jolie,73.0
3418,Kung Fu Panda,Dustin Hoffman,73.0
3419,Barbershop: The Next Cut,Ice Cube,67.0
3420,Barbershop: The Next Cut,Regina Hall,67.0
3421,Barbershop: The Next Cut,Anthony Anderson,67.0
3422,Barbershop: The Next Cut,Eve,67.0
3423,Terminator Salvation,Christian Bale,49.0
3424,Terminator Salvation,Sam Worthington,49.0
3425,Terminator Salvation,Anton Yelchin,49.0
3426,Terminator Salvation,Moon Bloodgood,49.0
3427,Freedom Writers,Hilary Swank,64.0
3428,Freedom Writers,Imelda Staunton,64.0
3429,Freedom Writers,Patrick Dempsey,64.0
3430,Freedom Writers,Scott Glenn,64.0
3431,The Hills Have Eyes,Ted Levine,52.0
3432,The Hills Have Eyes,Kathleen Quinlan,52.0
3433,The Hills Have Eyes,Dan Byrd,52.0
3434,The Hills Have Eyes,Emilie de Ravin,52.0
3435,Changeling,Angelina Jolie,63.0
3436,Changeling,Colm Feore,63.0
3437,Changeling,Amy Ryan,63.0
3438,Changeling,Gattlin Griffith,63.0
3439,Remember Me,Robert Pattinson,40.0
3440,Remember Me,Emilie de Ravin,40.0
3441,Remember Me,Caitlyn Rund,40.0
3442,Remember Me,Moisés Acevedo,40.0
3443,Koe no katachi,Miyu Irino,80.0
3444,Koe no katachi,Saori Hayami,80.0
3445,Koe no katachi,Aoi Yuki,80.0
3446,Koe no katachi,Kenshô Ono,80.0
3447,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell,54.0
3448,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Jennifer Garner,54.0
3449,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Ed Oxenbould,54.0
3450,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Dylan Minnette,54.0
3451,Locke,Tom Hardy,81.0
3452,Locke,Olivia Colman,81.0
3453,Locke,Ruth Wilson,81.0
3454,Locke,Andrew Scott,81.0
3455,The 9th Life of Louis Drax,Jamie Dornan,41.0
3456,The 9th Life of Louis Drax,Aiden Longworth,41.0
3457,The 9th Life of Louis Drax,Sarah Gadon,41.0
3458,The 9th Life of Louis Drax,Aaron Paul,41.0
3459,Horns,Daniel Radcliffe,46.0
3460,Horns,Juno Temple,46.0
3461,Horns,Max Minghella,46.0
3462,Horns,Joe Anderson,46.0
3463,Indignation,Logan Lerman,78.0
3464,Indignation,Sarah Gadon,78.0
3465,Indignation,Tijuana Ricks,78.0
3466,Indignation,Sue Dahlman,78.0
3467,The Stanford Prison Experiment,Ezra Miller,67.0
3468,The Stanford Prison Experiment,Tye Sheridan,67.0
3469,The Stanford Prison Experiment,Billy Crudup,67.0
3470,The Stanford Prison Experiment,Olivia Thirlby,67.0
3471,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon,51.0
3472,Diary of a Wimpy Kid: Rodrick Rules,Devon Bostick,51.0
3473,Diary of a Wimpy Kid: Rodrick Rules,Robert Capron,51.0
3474,Diary of a Wimpy Kid: Rodrick Rules,Rachael Harris,51.0
3475,Mission: Impossible III,Tom Cruise,66.0
3476,Mission: Impossible III,Michelle Monaghan,66.0
3477,Mission: Impossible III,Ving Rhames,66.0
3478,Mission: Impossible III,Philip Seymour Hoffman,66.0
3479,En man som heter Ove,Rolf Lassgård,70.0
3480,En man som heter Ove,Bahar Pars,70.0
3481,En man som heter Ove,Filip Berg,70.0
3482,En man som heter Ove,Ida Engvoll,70.0
3483,Dragonball Evolution,Justin Chatwin,45.0
3484,Dragonball Evolution,James Marsters,45.0
3485,Dragonball Evolution,Yun-Fat Chow,45.0
3486,Dragonball Evolution,Emmy Rossum,45.0
3487,Red Dawn,Chris Hemsworth,31.0
3488,Red Dawn,Isabel Lucas,31.0
3489,Red Dawn,Josh Hutcherson,31.0
3490,Red Dawn,Josh Peck,31.0
3491,One Day,Anne Hathaway,48.0
3492,One Day,Jim Sturgess,48.0
3493,One Day,Patricia Clarkson,48.0
3494,One Day,Tom Mison,48.0
3495,Life as We Know It,Katherine Heigl,39.0
3496,Life as We Know It,Josh Duhamel,39.0
3497,Life as We Know It,Josh Lucas,39.0
3498,Life as We Know It,Alexis Clagett,39.0
3499,28 Weeks Later,Jeremy Renner,78.0
3500,28 Weeks Later,Rose Byrne,78.0
3501,28 Weeks Later,Robert Carlyle,78.0
3502,28 Weeks Later,Harold Perrineau,78.0
3503,Warm Bodies,Nicholas Hoult,59.0
3504,Warm Bodies,Teresa Palmer,59.0
3505,Warm Bodies,John Malkovich,59.0
3506,Warm Bodies,Analeigh Tipton,59.0
3507,Blue Jasmine,Cate Blanchett,78.0
3508,Blue Jasmine,Alec Baldwin,78.0
3509,Blue Jasmine,Peter Sarsgaard,78.0
3510,Blue Jasmine,Sally Hawkins,78.0
3511,G.I. Joe: Retaliation,Dwayne Johnson,41.0
3512,G.I. Joe: Retaliation,Channing Tatum,41.0
3513,G.I. Joe: Retaliation,Adrianne Palicki,41.0
3514,G.I. Joe: Retaliation,Byung-hun Lee,41.0
3515,Wrath of the Titans,Sam Worthington,37.0
3516,Wrath of the Titans,Liam Neeson,37.0
3517,Wrath of the Titans,Rosamund Pike,37.0
3518,Wrath of the Titans,Ralph Fiennes,37.0
3519,Shin Gojira,Hiroki Hasegawa,68.0
3520,Shin Gojira,Yutaka Takenouchi,68.0
3521,Shin Gojira,Satomi Ishihara,68.0
3522,Shin Gojira,Ren Ôsugi,68.0
3523,Saving Mr. Banks,Emma Thompson,65.0
3524,Saving Mr. Banks,Tom Hanks,65.0
3525,Saving Mr. Banks,Annie Rose Buckley,65.0
3526,Saving Mr. Banks,Colin Farrell,65.0
3527,Transcendence,Johnny Depp,42.0
3528,Transcendence,Rebecca Hall,42.0
3529,Transcendence,Morgan Freeman,42.0
3530,Transcendence,Cillian Murphy,42.0
3531,Rio,Jesse Eisenberg,63.0
3532,Rio,Anne Hathaway,63.0
3533,Rio,George Lopez,63.0
3534,Rio,Karen Disher,63.0
3535,Equals,Nicholas Hoult,43.0
3536,Equals,Kristen Stewart,43.0
3537,Equals,Vernetta Lopez,43.0
3538,Equals,Scott Lawrence,43.0
3539,Babel,Brad Pitt,69.0
3540,Babel,Cate Blanchett,69.0
3541,Babel,Gael García Bernal,69.0
3542,Babel,Mohamed Akhzam,69.0
3543,The Tree of Life,Brad Pitt,85.0
3544,The Tree of Life,Sean Penn,85.0
3545,The Tree of Life,Jessica Chastain,85.0
3546,The Tree of Life,Hunter McCracken,85.0
3547,The Lucky One,Zac Efron,39.0
3548,The Lucky One,Taylor Schilling,39.0
3549,The Lucky One,Blythe Danner,39.0
3550,The Lucky One,Riley Thomas Stewart,39.0
3551,Piranha 3D,Elisabeth Shue,53.0
3552,Piranha 3D,Jerry O'Connell,53.0
3553,Piranha 3D,Richard Dreyfuss,53.0
3554,Piranha 3D,Ving Rhames,53.0
3555,50/50,Joseph Gordon-Levitt,72.0
3556,50/50,Seth Rogen,72.0
3557,50/50,Anna Kendrick,72.0
3558,50/50,Bryce Dallas Howard,72.0
3559,The Intent,Dylan Duffus,59.0
3560,The Intent,Scorcher,59.0
3561,The Intent,Shone Romulus,59.0
3562,The Intent,Jade Asha,59.0
3563,This Is 40,Paul Rudd,
3564,This Is 40,Leslie Mann,
3565,This Is 40,Maude Apatow,
3566,This Is 40,Iris Apatow,
3567,Real Steel,Hugh Jackman,56.0
3568,Real Steel,Evangeline Lilly,56.0
3569,Real Steel,Dakota Goyo,56.0
3570,Real Steel,Anthony Mackie,56.0
3571,Sex and the City,Sarah Jessica Parker,53.0
